,pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
180,"

Nuovo cinema Paradiso
","
15 de diciembre de 1989
","
en cines
",1h 58min,Comedia dramática,Giuseppe Tornatore,"4,4","4,4","4,0", Italia, A Contracorriente Films ,1988,5 000 000 USD,Inglés
181,"

Nuovo cinema Paradiso
","
15 de diciembre de 1989
","
en cines
",1h 58min,Comedia dramática,Giuseppe Tornatore,"4,4","4,4","4,0", Italia, A Contracorriente Films ,1988,5 000 000 USD,Italiano
182,"

Nuovo cinema Paradiso
","
15 de diciembre de 1989
","
en cines
",1h 58min,Comedia dramática,Giuseppe Tornatore,"4,4","4,4","4,0", Italia, A Contracorriente Films ,1988,5 000 000 USD,Portugués
183,"

Robert De Niro,
Sharon Stone,
Joe Pesci
","
23 de febrero de 1996
","
en cines
",2h 58min,Crimen,Martin Scorsese,"3,9","4,4","5,0", EE.UU., Universal Pictures International Spain ,1995,52 000 000 USD,-
184,"

Robert De Niro,
Sharon Stone,
Joe Pesci
","
23 de febrero de 1996
","
en cines
",2h 58min,Drama,Martin Scorsese,"3,9","4,4","5,0", EE.UU., Universal Pictures International Spain ,1995,52 000 000 USD,-
185,"

Charlton Heston,
Stephen Boyd,
Jack Hawkins
","
23 de diciembre de 1960
","
en cines
",3h 32min,Aventura,William Wyler,"4,3","4,4",, EE.UU., Warner Bros Pictures España ,1959,15 900 000 USD,Inglés
186,"

Charlton Heston,
Stephen Boyd,
Jack Hawkins
","
23 de diciembre de 1960
","
en cines
",3h 32min,Drama,William Wyler,"4,3","4,4",, EE.UU., Warner Bros Pictures España ,1959,15 900 000 USD,Inglés
187,"

Charlton Heston,
Stephen Boyd,
Jack Hawkins
","
23 de diciembre de 1960
","
en cines
",3h 32min,Histórico,William Wyler,"4,3","4,4",, EE.UU., Warner Bros Pictures España ,1959,15 900 000 USD,Inglés
188,"

Charlton Heston,
Stephen Boyd,
Jack Hawkins
","
23 de diciembre de 1960
","
en cines
",3h 32min,Épico,William Wyler,"4,3","4,4",, EE.UU., Warner Bros Pictures España ,1959,15 900 000 USD,Inglés
189,"

Edward Norton,
Edward Furlong,
Elliott Gould
","
18 de marzo de 1999
","
en cines
",1h 59min,Crimen,Tony Kaye,"3,9","4,4","3,0", EE.UU., Aurum ,1998,10 000 000 USD,-
190,"

Edward Norton,
Edward Furlong,
Elliott Gould
","
18 de marzo de 1999
","
en cines
",1h 59min,Drama,Tony Kaye,"3,9","4,4","3,0", EE.UU., Aurum ,1998,10 000 000 USD,-
191,"

Terminator 2: Judgement Day
","
4 de diciembre de 1991
","
en cines
",2h 17min,Acción,James Cameron,"4,0","4,4","4,5", EE.UU., 39 Escalones ,1991,94 000 000 USD,Inglés
192,"

Terminator 2: Judgement Day
","
4 de diciembre de 1991
","
en cines
",2h 17min,Acción,James Cameron,"4,0","4,4","4,5", EE.UU., 39 Escalones ,1991,94 000 000 USD,Español
193,"

Terminator 2: Judgement Day
","
4 de diciembre de 1991
","
en cines
",2h 17min,Ciencia ficción,James Cameron,"4,0","4,4","4,5", EE.UU., 39 Escalones ,1991,94 000 000 USD,Inglés
194,"

Terminator 2: Judgement Day
","
4 de diciembre de 1991
","
en cines
",2h 17min,Ciencia ficción,James Cameron,"4,0","4,4","4,5", EE.UU., 39 Escalones ,1991,94 000 000 USD,Español
195,"

Inception
","
6 de agosto de 2010
","
en cines
",2h 28min,Ciencia ficción,Christopher Nolan,"3,9","4,4","3,5", EE.UU., Warner Bros Pictures España ,2010,160 000 000 USD,Inglés
196,"

Inception
","
6 de agosto de 2010
","
en cines
",2h 28min,Ciencia ficción,Christopher Nolan,"3,9","4,4","3,5", EE.UU., Warner Bros Pictures España ,2010,160 000 000 USD,Japonés
197,"

Inception
","
6 de agosto de 2010
","
en cines
",2h 28min,Suspense,Christopher Nolan,"3,9","4,4","3,5", EE.UU., Warner Bros Pictures España ,2010,160 000 000 USD,Inglés
198,"

Inception
","
6 de agosto de 2010
","
en cines
",2h 28min,Suspense,Christopher Nolan,"3,9","4,4","3,5", EE.UU., Warner Bros Pictures España ,2010,160 000 000 USD,Japonés
199,"

The Great Dictator
","
30 de abril de 1976
","
en cines
",2h 05min,Comedia,Charles Chaplin,"4,7","4,4",, EE.UU., Filmayer ,1940,2 000 000 USD,-
200,"

Psycho
","
2 de abril de 1961
","
en cines
",1h 49min,Terror,Alfred Hitchcock,"3,8","4,4","5,0", EE.UU., Paramount Pictures Spain ,1960,800 000 USD,-
201,"

Psycho
","
2 de abril de 1961
","
en cines
",1h 49min,Suspense,Alfred Hitchcock,"3,8","4,4","5,0", EE.UU., Paramount Pictures Spain ,1960,800 000 USD,-
202,"

Patton Oswalt,
Brad Garrett,
Lou Romano
","
3 de agosto de 2007
","
en cines
",1h 50min,Animación,Brad Bird,"4,4","4,4","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2007,150 000 000 USD,-
203,"

Patton Oswalt,
Brad Garrett,
Lou Romano
","
3 de agosto de 2007
","
en cines
",1h 50min,Comedia,Brad Bird,"4,4","4,4","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2007,150 000 000 USD,-
204,"

Patton Oswalt,
Brad Garrett,
Lou Romano
","
3 de agosto de 2007
","
en cines
",1h 50min,Familia,Brad Bird,"4,4","4,4","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2007,150 000 000 USD,-
205,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Acción,Bob Persichetti,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
206,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Acción,Peter Ramsey,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
207,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Acción,Rodney Rothman,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
208,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Animación,Bob Persichetti,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
209,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Animación,Peter Ramsey,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
210,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Animación,Rodney Rothman,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
211,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Familia,Bob Persichetti,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
212,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Familia,Peter Ramsey,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
213,"

Spider-Man: Into the Spider-Verse
","
21 de diciembre de 2018
","
en cines
",1h 57min,Familia,Rodney Rothman,"4,1","4,4","4,5", EE.UU., Sony Pictures Releasing de España ,2018,-,-
214,"

Matthew McConaughey,
Anne Hathaway,
Michael Caine
","
7 de noviembre de 2014
","
en cines
",2h 49min,Drama,Christopher Nolan,"4,3","4,4","4,0", EE.UU., Warner Bros Pictures España ,2014,-,Inglés
215,"

Matthew McConaughey,
Anne Hathaway,
Michael Caine
","
7 de noviembre de 2014
","
en cines
",2h 49min,Ciencia ficción,Christopher Nolan,"4,3","4,4","4,0", EE.UU., Warner Bros Pictures España ,2014,-,Inglés
216,"

Harry Potter and the Prisoner of Azkaban
","
18 de junio de 2004
","
en cines
",2h 21min,Aventura,Alfonso Cuarón,"4,1","4,4","3,5", EE.UU., Warner Bros Pictures España ,2004,130 000 000 USD,-
217,"

Harry Potter and the Prisoner of Azkaban
","
18 de junio de 2004
","
en cines
",2h 21min,Fantasía,Alfonso Cuarón,"4,1","4,4","3,5", EE.UU., Warner Bros Pictures España ,2004,130 000 000 USD,-
218,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
219,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
220,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
221,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
222,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
223,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Animación,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
224,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
225,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
226,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
227,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
228,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
229,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Familia,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
230,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
231,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
232,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
233,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
234,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
235,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Comedia musical,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
236,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
237,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
238,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Gary Trousdale,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
239,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Inglés
240,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Francés
241,"

Beauty and the Beast
","
27 de noviembre de 1992
","
en cines
",1h 27min,Romántico,Kirk Wise,"4,5","4,4","2,5", EE.UU., Walt Disney Studios Motion Picture Spain ,1991,25 000 000 USD,Alemán
242,"

Harry Potter and the Philosopher's Stone
","
30 de noviembre de 2001
","
en cines
",2h 32min,Aventura,Chris Columbus,,"4,4","4,5", EE.UU., Warner Bros Pictures España ,2001,125 000 000 USD,-
243,"

Harry Potter and the Philosopher's Stone
","
30 de noviembre de 2001
","
en cines
",2h 32min,Familia,Chris Columbus,,"4,4","4,5", EE.UU., Warner Bros Pictures España ,2001,125 000 000 USD,-
244,"

Harry Potter and the Philosopher's Stone
","
30 de noviembre de 2001
","
en cines
",2h 32min,Fantasía,Chris Columbus,,"4,4","4,5", EE.UU., Warner Bros Pictures España ,2001,125 000 000 USD,-
245,"

The Sixth Sense
","
14 de enero de 2000
","
en cines
",1h 47min,Drama,M. Night Shyamalan,"3,6","4,4","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,1999,55 000 000 USD,-
246,"

The Sixth Sense
","
14 de enero de 2000
","
en cines
",1h 47min,Suspense,M. Night Shyamalan,"3,6","4,4","4,0", EE.UU., Walt Disney Studios Motion Picture Spain ,1999,55 000 000 USD,-
247,"

Martin Sheen,
Frederic Forrest,
Robert Duvall
","
1 de enero de 1979
","
en cines
",3h 02min,Drama,Francis Ford Coppola,"4,9","4,4","5,0", EE.UU.,,1979,31 500 000 USD,-
248,"

Martin Sheen,
Frederic Forrest,
Robert Duvall
","
1 de enero de 1979
","
en cines
",3h 02min,Guerra,Francis Ford Coppola,"4,9","4,4","5,0", EE.UU.,,1979,31 500 000 USD,-
249,"

Harrison Ford,
Rutger Hauer,
Sean Young
","
14 de enero de 1983
","
en cines
",1h 57min,Ciencia ficción,Ridley Scott,"4,2","4,4","4,5", EE.UU., Warner Bros Pictures España ,1982,28 000 000 USD,Inglés
250,"

Pride and Prejudice
","
10 de febrero de 2006
","
en cines
",2h 09min,Comedia,Joe Wright,"4,5","4,4","4,0", EE.UU., Universal Pictures International Spain ,2005,-,-
251,"

Pride and Prejudice
","
10 de febrero de 2006
","
en cines
",2h 09min,Romántico,Joe Wright,"4,5","4,4","4,0", EE.UU., Universal Pictures International Spain ,2005,-,-
252,"

Django Unchained
","
18 de enero de 2013
","
en cines
",2h 44min,Western,Quentin Tarantino,"4,0","4,4","4,0", EE.UU., Sony Pictures Releasing de España ,2012,100 000 000 USD,-
253,"

Harry Potter and the Deathly Hallows - Part 2
","
15 de julio de 2011
","
en cines
",2h 10min,Aventura,David Yates,"3,6","4,4","3,0", EE.UU., Warner Bros Pictures España ,2011,125 000 000 USD,-
254,"

Harry Potter and the Deathly Hallows - Part 2
","
15 de julio de 2011
","
en cines
",2h 10min,Fantasía,David Yates,"3,6","4,4","3,0", EE.UU., Warner Bros Pictures España ,2011,125 000 000 USD,-
255,"

The Passion of The Christ
","
2 de abril de 2004
","
en cines
",2h 07min,Biopic,Mel Gibson,,"4,4","1,0", EE.UU., Aurum ,2004,30 000 000 USD,-
256,"

The Passion of The Christ
","
2 de abril de 2004
","
en cines
",2h 07min,Drama,Mel Gibson,,"4,4","1,0", EE.UU., Aurum ,2004,30 000 000 USD,-
257,"

The Passion of The Christ
","
2 de abril de 2004
","
en cines
",2h 07min,Histórico,Mel Gibson,,"4,4","1,0", EE.UU., Aurum ,2004,30 000 000 USD,-
258,"

2001: A Space Odyssey
","
17 de octubre de 1968
","
en cines
",2h 21min,Ciencia ficción,Stanley Kubrick,"4,8","4,4","4,0", EE.UU., Warner Bros Pictures España ,1968,10 500 000 USD,Inglés
259,"

Sylvester Stallone,
Talia Shire,
Burt Young
","
3 de octubre de 1977
","
en cines
",1h 59min,Drama,John G. Avildsen,"3,7","4,4",, EE.UU., United Artists ,1976,1 000 000 USD,-
260,"

Sylvester Stallone,
Talia Shire,
Burt Young
","
3 de octubre de 1977
","
en cines
",1h 59min,Evento deportivo,John G. Avildsen,"3,7","4,4",, EE.UU., United Artists ,1976,1 000 000 USD,-
261,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Animación,Andrew Adamson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
262,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Animación,Vicky Jenson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
263,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Comedia,Andrew Adamson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
264,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Comedia,Vicky Jenson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
265,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Familia,Andrew Adamson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
266,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Familia,Vicky Jenson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
267,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Fantasía,Andrew Adamson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
268,"

Mike Myers,
Eddie Murphy,
Cameron Diaz
","
13 de julio de 2001
","
en cines
",1h 29min,Fantasía,Vicky Jenson,"4,1","4,4","4,0", EE.UU., Universal Pictures International Spain ,2001,60 000 000 USD,-
269,"

Jaws
","
19 de diciembre de 1975
","
en cines
",2h 04min,Acción,Steven Spielberg,"4,5","4,4",, EE.UU., Universal Pictures International Spain ,1975,12 000 000 USD,-
270,"

Jaws
","
19 de diciembre de 1975
","
en cines
",2h 04min,Suspense,Steven Spielberg,"4,5","4,4",, EE.UU., Universal Pictures International Spain ,1975,12 000 000 USD,-
271,"

One Flew Over the Cuckoo's Nest
","
7 de octubre de 1976
","
en cines
",2h 09min,Drama,Milos Forman,"4,2","4,4",, EE.UU.,,1975,4 000 000 USD,-
272,"

Cidade de Deus
","
31 de enero de 2003
","
en cines
",2h 15min,Crimen,Kátia Lund,"3,9","4,4","4,0", Brasil, Vértigo Films España ,2002,3 300 000 USD,Portugués
273,"

Cidade de Deus
","
31 de enero de 2003
","
en cines
",2h 15min,Crimen,Fernando Meirelles,"3,9","4,4","4,0", Brasil, Vértigo Films España ,2002,3 300 000 USD,Portugués
274,"

Cidade de Deus
","
31 de enero de 2003
","
en cines
",2h 15min,Drama,Kátia Lund,"3,9","4,4","4,0", Brasil, Vértigo Films España ,2002,3 300 000 USD,Portugués
275,"

Cidade de Deus
","
31 de enero de 2003
","
en cines
",2h 15min,Drama,Fernando Meirelles,"3,9","4,4","4,0", Brasil, Vértigo Films España ,2002,3 300 000 USD,Portugués
276,"

Hacksaw Ridge
","
7 de diciembre de 2016
","
en cines
",2h 20min,Biopic,Mel Gibson,"3,3","4,4","4,0", Australia, DeaPlaneta ,2016,40 000 000 USD,-
277,"

Hacksaw Ridge
","
7 de diciembre de 2016
","
en cines
",2h 20min,Drama,Mel Gibson,"3,3","4,4","4,0", Australia, DeaPlaneta ,2016,40 000 000 USD,-
278,"

Hacksaw Ridge
","
7 de diciembre de 2016
","
en cines
",2h 20min,Guerra,Mel Gibson,"3,3","4,4","4,0", Australia, DeaPlaneta ,2016,40 000 000 USD,-
279,"

Inside Out
","
17 de julio de 2015
","
en cines
",1h 35min,Animación,Pete Docter,"4,6","4,4","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2015,-,-
280,"

Inside Out
","
17 de julio de 2015
","
en cines
",1h 35min,Comedia,Pete Docter,"4,6","4,4","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2015,-,-
281,"

Inside Out
","
17 de julio de 2015
","
en cines
",1h 35min,Familia,Pete Docter,"4,6","4,4","5,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2015,-,-
282,"

Good Will Hunting
","
6 de marzo de 1998
","
en cines
",2h 06min,Drama,Gus Van Sant,"3,6","4,4","3,5", EE.UU., Lauren Film ,1997,10 000 000 USD,-
283,"

E.T. The Extra-Terrestrial
","
10 de diciembre de 1982
","
en cines
",2h 00min,Aventura,Steven Spielberg,"4,1","4,4",, EE.UU., Universal Pictures International Spain ,1982,10 500 000 USD,Inglés
284,"

E.T. The Extra-Terrestrial
","
10 de diciembre de 1982
","
en cines
",2h 00min,Familia,Steven Spielberg,"4,1","4,4",, EE.UU., Universal Pictures International Spain ,1982,10 500 000 USD,Inglés
285,"

E.T. The Extra-Terrestrial
","
10 de diciembre de 1982
","
en cines
",2h 00min,Ciencia ficción,Steven Spielberg,"4,1","4,4",, EE.UU., Universal Pictures International Spain ,1982,10 500 000 USD,Inglés
286,"

The Departed
","
27 de octubre de 2006
","
en cines
",2h 30min,Crimen,Martin Scorsese,"4,7","4,4","2,5", EE.UU., Warner Bros Pictures España ,2006,90 000 000 USD,Inglés
287,"

The Departed
","
27 de octubre de 2006
","
en cines
",2h 30min,Drama,Martin Scorsese,"4,7","4,4","2,5", EE.UU., Warner Bros Pictures España ,2006,90 000 000 USD,Inglés
288,"

The Departed
","
27 de octubre de 2006
","
en cines
",2h 30min,Suspense,Martin Scorsese,"4,7","4,4","2,5", EE.UU., Warner Bros Pictures España ,2006,90 000 000 USD,Inglés
289,"

Edward Scissorhands
","
12 de abril de 1991
","
en cines
",1h 45min,Drama,Tim Burton,"4,0","4,4","4,0", EE.UU., Twentieth Century Studios España ,1990,-,-
290,"

Edward Scissorhands
","
12 de abril de 1991
","
en cines
",1h 45min,Fantasía,Tim Burton,"4,0","4,4","4,0", EE.UU., Twentieth Century Studios España ,1990,-,-
291,"

Edward Scissorhands
","
12 de abril de 1991
","
en cines
",1h 45min,Romántico,Tim Burton,"4,0","4,4","4,0", EE.UU., Twentieth Century Studios España ,1990,-,-
292,"

The Goonies
","
24 de julio de 1985
","
en cines
",1h 54min,Aventura,Richard Donner,"3,6","4,4",, EE.UU., Warner Bros Pictures España ,1985,19 000 000 USD,Inglés
293,"

The Goonies
","
24 de julio de 1985
","
en cines
",1h 54min,Comedia,Richard Donner,"3,6","4,4",, EE.UU., Warner Bros Pictures España ,1985,19 000 000 USD,Inglés
294,"

The Goonies
","
24 de julio de 1985
","
en cines
",1h 54min,Familia,Richard Donner,"3,6","4,4",, EE.UU., Warner Bros Pictures España ,1985,19 000 000 USD,Inglés
295,"

The Goonies
","
24 de julio de 1985
","
en cines
",1h 54min,Fantasía,Richard Donner,"3,6","4,4",, EE.UU., Warner Bros Pictures España ,1985,19 000 000 USD,Inglés
296,"

Full Metal Jacket
","
2 de enero de 1989
","
en cines
",1h 56min,Drama,Stanley Kubrick,"4,4","4,4",, EE.UU.,,1987,19 000 000 USD,-
297,"

Full Metal Jacket
","
2 de enero de 1989
","
en cines
",1h 56min,Guerra,Stanley Kubrick,"4,4","4,4",, EE.UU.,,1987,19 000 000 USD,-
298,"

Gisaengchung
","
25 de octubre de 2019
","
en cines
",2h 12min,Drama,Bong Joon Ho,"4,3","4,4","5,0", Corea del Sur, La Aventura Audiovisual ,2019,-,-
299,"

Gisaengchung
","
25 de octubre de 2019
","
en cines
",2h 12min,Suspense,Bong Joon Ho,"4,3","4,4","5,0", Corea del Sur, La Aventura Audiovisual ,2019,-,-
300,"

Tom Holland,
 Zendaya,
Benedict Cumberbatch
","
16 de diciembre de 2021
","
en cines
",2h 28min,Acción,Jon Watts,"4,0","4,4","4,0", EE.UU., Sony Pictures Releasing de España ,2021,-,-
301,"

Tom Holland,
 Zendaya,
Benedict Cumberbatch
","
16 de diciembre de 2021
","
en cines
",2h 28min,Aventura,Jon Watts,"4,0","4,4","4,0", EE.UU., Sony Pictures Releasing de España ,2021,-,-
302,"

Tom Holland,
 Zendaya,
Benedict Cumberbatch
","
16 de diciembre de 2021
","
en cines
",2h 28min,Fantasía,Jon Watts,"4,0","4,4","4,0", EE.UU., Sony Pictures Releasing de España ,2021,-,-
303,"

The Help
","
28 de octubre de 2011
","
en cines
",2h 26min,Drama,Tate Taylor,"3,5","4,4","3,0", EE.UU., Walt Disney Studios Motion Picture Spain ,2011,25 000 000 USD,-
304,"

Harvey Keitel,
Tim Roth,
Michael Madsen
","
16 de octubre de 1992
","
en cines
",1h 39min,Crimen,Quentin Tarantino,"4,6","4,4","5,0", EE.UU., 39 Escalones ,1992,1 200 000 USD,Inglés
305,"

Harvey Keitel,
Tim Roth,
Michael Madsen
","
16 de octubre de 1992
","
en cines
",1h 39min,Suspense,Quentin Tarantino,"4,6","4,4","5,0", EE.UU., 39 Escalones ,1992,1 200 000 USD,Inglés
306,"

The Boy in the Striped Pyjamas
","
26 de septiembre de 2008
","
en cines
",1h 30min,Drama,Mark Herman,"3,5","4,4",, EE.UU., Walt Disney Studios Motion Picture Spain ,2008,5 000 000 USD,-
307,"

The Boy in the Striped Pyjamas
","
26 de septiembre de 2008
","
en cines
",1h 30min,Guerra,Mark Herman,"3,5","4,4",, EE.UU., Walt Disney Studios Motion Picture Spain ,2008,5 000 000 USD,-
308,"

Mononoke-Hime
","
7 de abril de 2000
","
en cines
",2h 15min,Aventura,Hayao Miyazaki,"4,3","4,4","5,0", Japón, Vértigo Films España ,1997,4 000 000 ,Japonés
309,"

Mononoke-Hime
","
7 de abril de 2000
","
en cines
",2h 15min,Animación,Hayao Miyazaki,"4,3","4,4","5,0", Japón, Vértigo Films España ,1997,4 000 000 ,Japonés
310,"

Mononoke-Hime
","
7 de abril de 2000
","
en cines
",2h 15min,Fantasía,Hayao Miyazaki,"4,3","4,4","5,0", Japón, Vértigo Films España ,1997,4 000 000 ,Japonés
311,"

Inglourious Basterds
","
21 de agosto de 2009
","
en cines
",2h 33min,Acción,Quentin Tarantino,"4,5","4,4","3,0", EE.UU., Universal Pictures International Spain ,2009,70 000 000 USD,-
312,"

Inglourious Basterds
","
21 de agosto de 2009
","
en cines
",2h 33min,Guerra,Quentin Tarantino,"4,5","4,4","3,0", EE.UU., Universal Pictures International Spain ,2009,70 000 000 USD,-
